month_of_service,daytype,daycount,route_or_line,ridership_total,ridership_average,ObjectId
2024/04/01 04:00:00+00,Total,30,Green Line,2660864,88695,1218
2024/04/01 04:00:00+00,Total,30,Mattapan Line,76549,2552,1219
2024/04/01 04:00:00+00,Total,30,Light Rail,2737413,91247,1220
2024/04/01 04:00:00+00,Total,30,Silver Line,835010,27834,1221
2024/04/01 04:00:00+00,Total,30,Bus,6981285,232710,1222
2024/04/01 04:00:00+00,Total,30,All Bus,7816296,260543,1223
2024/04/01 04:00:00+00,Total,30,Commuter Rail,2541466,84716,1224
2024/04/01 04:00:00+00,Total,30,Ferry,93989,3133,1225
2024/04/01 04:00:00+00,Total,30,The RIDE,97699,3257,1226
2024/03/01 05:00:00+00,Weekday,21,Blue Line,958314,45634,1227
2024/03/01 05:00:00+00,Weekday,21,Orange Line,2026736,96511,1228
2024/03/01 05:00:00+00,Weekday,21,Red Line,2499645,119031,1229
2024/03/01 05:00:00+00,Weekday,21,Heavy Rail,5484695,261176,1230
2024/03/01 05:00:00+00,Weekday,21,Green Line,1657764,78941,1231
2024/06/01 04:00:00+00,Sunday,5,Red Line,264857,52971,1232
2024/03/01 05:00:00+00,Weekday,21,Mattapan Line,66824,3182,1233
2024/03/01 05:00:00+00,Weekday,21,Light Rail,1724588,82123,1234
2024/03/01 05:00:00+00,Weekday,21,Silver Line,658405,31353,1235
2024/03/01 05:00:00+00,Weekday,21,Bus,5798089,276099,1236
2024/03/01 05:00:00+00,Weekday,21,All Bus,6456494,307452,1237
2024/03/01 05:00:00+00,Weekday,21,Commuter Rail,2179134,103768,1238
2024/06/01 04:00:00+00,Sunday,5,Heavy Rail,609988,121998,1239
2024/03/01 05:00:00+00,Weekday,21,Ferry,70838,3373,1240
2024/06/01 04:00:00+00,Sunday,5,Green Line,299215,59843,1241
2024/03/01 05:00:00+00,Weekday,21,The RIDE,82089,3909,1242
2024/06/01 04:00:00+00,Sunday,5,Mattapan Line,5600,1120,1243
2024/03/01 05:00:00+00,Saturday,5,Blue Line,165360,33072,1244
2024/06/01 04:00:00+00,Sunday,5,Light Rail,304815,60963,1245
2024/03/01 05:00:00+00,Saturday,5,Orange Line,306697,61339,1246
2024/03/01 05:00:00+00,Saturday,5,Red Line,310278,62056,1247
2024/03/01 05:00:00+00,Saturday,5,Heavy Rail,782335,156467,1248
2024/03/01 05:00:00+00,Saturday,5,Green Line,306701,61340,1249
2024/03/01 05:00:00+00,Saturday,5,Mattapan Line,4615,923,1250
2024/03/01 05:00:00+00,Saturday,5,Light Rail,311315,62263,1251
2024/03/01 05:00:00+00,Saturday,5,Silver Line,101271,20254,1252
2024/03/01 05:00:00+00,Saturday,5,Bus,757042,151408,1253
2024/03/01 05:00:00+00,Saturday,5,All Bus,858313,171663,1254
2024/03/01 05:00:00+00,Saturday,5,Commuter Rail,132518,26504,1255
2024/02/01 05:00:00+00,Saturday,4,The RIDE,7264,1816,1256
2023/12/01 05:00:00+00,Saturday,5,All Bus,842791,168558,1257
2024/06/01 04:00:00+00,Sunday,5,Silver Line,92176,18435,1258
2024/02/01 05:00:00+00,Sunday,4,Blue Line,98698,24674,1259
2023/12/01 05:00:00+00,Saturday,5,Commuter Rail,203004,40601,1260
2024/06/01 04:00:00+00,Sunday,5,Bus,557560,111512,1261
2024/02/01 05:00:00+00,Sunday,4,Orange Line,177344,44336,1262
2023/12/01 05:00:00+00,Saturday,5,The RIDE,9565,1913,1263
2024/06/01 04:00:00+00,Sunday,5,All Bus,649737,129947,1264
2024/02/01 05:00:00+00,Sunday,4,Red Line,186700,46675,1265
2023/12/01 05:00:00+00,Sunday,5,Blue Line,120449,24090,1266
2024/06/01 04:00:00+00,Sunday,5,Commuter Rail,145348,29070,1267
2024/02/01 05:00:00+00,Sunday,4,Heavy Rail,461693,115423,1268
2023/12/01 05:00:00+00,Sunday,5,Orange Line,232821,46564,1269
2024/06/01 04:00:00+00,Sunday,5,Ferry,14574,2915,1270
2024/02/01 05:00:00+00,Sunday,4,Green Line,183340,45835,1271
2023/12/01 05:00:00+00,Sunday,5,Red Line,245420,49084,1272
2024/06/01 04:00:00+00,Sunday,5,The RIDE,8525,1705,1273
2024/02/01 05:00:00+00,Sunday,4,Mattapan Line,4078,1020,1274
2023/12/01 05:00:00+00,Sunday,5,Heavy Rail,590875,118175,1275
2024/06/01 04:00:00+00,Total,30,Blue Line,1344839,44828,1276
2024/02/01 05:00:00+00,Sunday,4,Light Rail,179504,44876,1277
2023/12/01 05:00:00+00,Sunday,5,Green Line,197906,39581,1278
2024/06/01 04:00:00+00,Total,30,Orange Line,2191606,73054,1279
2024/02/01 05:00:00+00,Sunday,4,Silver Line,63711,15928,1280
2023/12/01 05:00:00+00,Sunday,5,Mattapan Line,4773,955,1281
2024/06/01 04:00:00+00,Total,30,Red Line,3117752,103925,1282
2024/02/01 05:00:00+00,Sunday,4,Bus,414658,103664,1283
2023/12/01 05:00:00+00,Sunday,5,Light Rail,182650,36530,1284
2024/06/01 04:00:00+00,Total,30,Heavy Rail,6654197,221807,1285
2024/02/01 05:00:00+00,Sunday,4,All Bus,478369,119592,1286
2023/12/01 05:00:00+00,Sunday,5,Silver Line,81866,16373,1287
2024/06/01 04:00:00+00,Total,30,Green Line,2582965,86099,1288
2024/02/01 05:00:00+00,Sunday,4,Commuter Rail,117915,29479,1289
2023/12/01 05:00:00+00,Sunday,5,Bus,465170,93034,1290
2024/06/01 04:00:00+00,Total,30,Mattapan Line,79700,2657,1291
2024/02/01 05:00:00+00,Sunday,4,The RIDE,6292,1573,1292
2023/12/01 05:00:00+00,Sunday,5,All Bus,547036,109407,1293
2024/06/01 04:00:00+00,Total,30,Light Rail,2662665,88756,1294
2024/02/01 05:00:00+00,Total,29,Blue Line,1127169,38868,1295
2023/12/01 05:00:00+00,Sunday,5,Commuter Rail,172606,34521,1296
2024/06/01 04:00:00+00,Total,30,Silver Line,854396,28480,1297
2024/02/01 05:00:00+00,Total,29,Orange Line,2498734,86163,1298
2023/12/01 05:00:00+00,Sunday,5,The RIDE,8315,1663,1299
2024/06/01 04:00:00+00,Total,30,Bus,6754687,225156,1300
2024/02/01 05:00:00+00,Total,29,Red Line,2610722,90025,1301
2023/12/01 05:00:00+00,Total,31,Blue Line,1183285,38170,1302
2024/06/01 04:00:00+00,Total,30,All Bus,7609083,253636,1303
2024/02/01 05:00:00+00,Total,29,Heavy Rail,6236625,215056,1304
2023/12/01 05:00:00+00,Total,31,Orange Line,2583603,83342,1305
2024/06/01 04:00:00+00,Total,30,Commuter Rail,2573753,85792,1306
2024/02/01 05:00:00+00,Total,29,Green Line,1883810,64959,1307
2023/12/01 05:00:00+00,Total,31,Red Line,2781114,89713,1308
2024/06/01 04:00:00+00,Total,30,Ferry,160933,5364,1309
2024/02/01 05:00:00+00,Total,29,Mattapan Line,67889,2341,1310
2023/12/01 05:00:00+00,Total,31,Heavy Rail,6548003,211226,1311
2024/06/01 04:00:00+00,Total,30,The RIDE,93384,3113,1312
2024/02/01 05:00:00+00,Total,29,Light Rail,1951699,67300,1313
2023/12/01 05:00:00+00,Total,31,Green Line,1923248,62040,1314
2024/05/01 04:00:00+00,Weekday,22,Blue Line,1072946,48770,1315
2024/02/01 05:00:00+00,Total,29,Silver Line,725807,25028,1316
2023/12/01 05:00:00+00,Total,31,Mattapan Line,67289,2171,1317
2024/05/01 04:00:00+00,Weekday,22,Orange Line,2156313,98014,1318
2024/02/01 05:00:00+00,Total,29,Bus,6504772,224302,1319
2023/12/01 05:00:00+00,Total,31,Light Rail,1990537,64211,1320
2024/05/01 04:00:00+00,Weekday,22,Red Line,2544884,115677,1321
2024/02/01 05:00:00+00,Total,29,All Bus,7230579,249330,1322
2023/12/01 05:00:00+00,Total,31,Silver Line,769111,24810,1323
2024/05/01 04:00:00+00,Weekday,22,Heavy Rail,5774143,262461,1324
2024/02/01 05:00:00+00,Total,29,Commuter Rail,2291395,79014,1325
2023/12/01 05:00:00+00,Total,31,Bus,6201686,200054,1326
2024/05/01 04:00:00+00,Weekday,22,Green Line,1994557,90662,1327
2024/02/01 05:00:00+00,Total,29,Ferry,66611,2297,1328
2023/12/01 05:00:00+00,Total,31,All Bus,6970797,224864,1329
2024/05/01 04:00:00+00,Weekday,22,Mattapan Line,67393,3063,1330
2024/02/01 05:00:00+00,Total,29,The RIDE,88625,3056,1331
2023/12/01 05:00:00+00,Total,31,Commuter Rail,2264824,73059,1332
2024/05/01 04:00:00+00,Weekday,22,Light Rail,2061950,93725,1333
2024/01/01 05:00:00+00,Weekday,21,Blue Line,892386,42495,1334
2023/12/01 05:00:00+00,Total,31,Ferry,59871,1931,1335
2024/05/01 04:00:00+00,Weekday,22,Silver Line,707628,32165,1336
2024/01/01 05:00:00+00,Weekday,21,Orange Line,2265993,107904,1337
2023/12/01 05:00:00+00,Total,31,The RIDE,89966,2902,1338
2024/05/01 04:00:00+00,Weekday,22,Bus,6210738,282306,1339
2024/01/01 05:00:00+00,Weekday,21,Red Line,2307481,109880,1340
2023/11/01 04:00:00+00,Weekday,21,Blue Line,1006989,47952,1341
2024/05/01 04:00:00+00,Weekday,22,All Bus,6918366,314471,1342
2024/01/01 05:00:00+00,Weekday,21,Heavy Rail,5397771,257037,1343
2023/11/01 04:00:00+00,Weekday,21,Orange Line,2274354,108303,1344
2023/11/01 04:00:00+00,Weekday,21,Red Line,2479743,118083,1345
2023/11/01 04:00:00+00,Weekday,21,Heavy Rail,5761085,274337,1346
2023/11/01 04:00:00+00,Weekday,21,Green Line,1732501,82500,1347
2023/11/01 04:00:00+00,Weekday,21,Mattapan Line,59431,2830,1348
2023/11/01 04:00:00+00,Weekday,21,Light Rail,1791931,85330,1349
2023/11/01 04:00:00+00,Weekday,21,Silver Line,638204,30391,1350
2023/11/01 04:00:00+00,Weekday,21,Bus,5628924,268044,1351
2023/11/01 04:00:00+00,Weekday,21,All Bus,6267128,298435,1352
2023/11/01 04:00:00+00,Weekday,21,Commuter Rail,2084911,99281,1353
2023/11/01 04:00:00+00,Weekday,21,Ferry,82819,3944,1354
2023/11/01 04:00:00+00,Weekday,21,The RIDE,80432,3830,1355
2023/11/01 04:00:00+00,Saturday,4,Blue Line,143899,35975,1356
2023/11/01 04:00:00+00,Saturday,4,Orange Line,261474,65368,1357
2023/11/01 04:00:00+00,Saturday,4,Red Line,260472,65118,1358
2023/11/01 04:00:00+00,Saturday,4,Heavy Rail,665845,166461,1359
2023/11/01 04:00:00+00,Saturday,4,Green Line,293060,73265,1360
2023/11/01 04:00:00+00,Saturday,4,Mattapan Line,5828,1457,1361
2023/11/01 04:00:00+00,Saturday,4,Light Rail,298888,74722,1362
2023/11/01 04:00:00+00,Saturday,4,Silver Line,86709,21677,1363
2023/11/01 04:00:00+00,Saturday,4,Bus,594304,148576,1364
2024/05/01 04:00:00+00,Weekday,22,Commuter Rail,2405463,109339,1365
2024/05/01 04:00:00+00,Weekday,22,Ferry,110043,5002,1366
2024/05/01 04:00:00+00,Weekday,22,The RIDE,86894,3950,1367
2024/05/01 04:00:00+00,Saturday,4,Blue Line,151993,37998,1368
2024/05/01 04:00:00+00,Saturday,4,Orange Line,258169,64542,1369
2024/05/01 04:00:00+00,Saturday,4,Red Line,281547,70387,1370
2024/05/01 04:00:00+00,Saturday,4,Heavy Rail,691708,172927,1371
2024/05/01 04:00:00+00,Saturday,4,Green Line,310605,77651,1372
2024/05/01 04:00:00+00,Saturday,4,Mattapan Line,5745,1436,1373
2024/05/01 04:00:00+00,Saturday,4,Light Rail,316350,79088,1374
2024/05/01 04:00:00+00,Saturday,4,Silver Line,82152,20538,1375
2024/05/01 04:00:00+00,Saturday,4,Bus,648126,162032,1376
2024/01/01 05:00:00+00,Weekday,21,Green Line,847664,40365,1377
2024/05/01 04:00:00+00,Saturday,4,All Bus,730278,182570,1378
2024/01/01 05:00:00+00,Weekday,21,Mattapan Line,60227,2868,1379
2024/05/01 04:00:00+00,Saturday,4,Commuter Rail,132269,33067,1380
2024/01/01 05:00:00+00,Weekday,21,Light Rail,823400,39210,1381
2024/05/01 04:00:00+00,Saturday,4,Ferry,7627,1907,1382
2024/01/01 05:00:00+00,Weekday,21,Silver Line,557230,26535,1383
2024/05/01 04:00:00+00,Saturday,4,The RIDE,7920,1980,1384
2024/01/01 05:00:00+00,Weekday,21,Bus,5304374,252589,1385
2024/01/01 05:00:00+00,Weekday,21,All Bus,5861604,279124,1386
2024/01/01 05:00:00+00,Weekday,21,Commuter Rail,2050154,97626,1387
2024/01/01 05:00:00+00,Weekday,21,Ferry,69553,3312,1388
2024/01/01 05:00:00+00,Weekday,21,The RIDE,78430,3735,1389
2024/01/01 05:00:00+00,Saturday,4,Blue Line,114508,28627,1390
2024/01/01 05:00:00+00,Saturday,4,Orange Line,269240,67310,1391
2024/01/01 05:00:00+00,Saturday,4,Red Line,249419,62355,1392
2024/01/01 05:00:00+00,Saturday,4,Heavy Rail,630092,157523,1393
2024/01/01 05:00:00+00,Saturday,4,Green Line,88010,22002,1394
2024/01/01 05:00:00+00,Saturday,4,Mattapan Line,5573,1393,1395
2024/01/01 05:00:00+00,Saturday,4,Light Rail,85032,21258,1396
2024/01/01 05:00:00+00,Saturday,4,Silver Line,88037,22009,1397
2024/01/01 05:00:00+00,Saturday,4,Bus,691494,172874,1398
2024/01/01 05:00:00+00,Saturday,4,All Bus,779531,194883,1399
2024/01/01 05:00:00+00,Saturday,4,Commuter Rail,104102,26026,1400
2024/05/01 04:00:00+00,Sunday,4,Blue Line,118614,29654,1401
2024/05/01 04:00:00+00,Sunday,4,Orange Line,192920,48230,1402
2024/05/01 04:00:00+00,Sunday,4,Red Line,236515,59129,1403
2024/05/01 04:00:00+00,Sunday,4,Heavy Rail,548049,137012,1404
2024/05/01 04:00:00+00,Sunday,4,Green Line,246207,61552,1405
2024/05/01 04:00:00+00,Sunday,4,Mattapan Line,4145,1036,1406
2024/05/01 04:00:00+00,Sunday,4,Light Rail,250352,62588,1407
2024/05/01 04:00:00+00,Sunday,4,Silver Line,74429,18607,1408
2024/05/01 04:00:00+00,Sunday,4,Bus,435035,108759,1409
2024/05/01 04:00:00+00,Sunday,4,All Bus,509464,127366,1410
2024/05/01 04:00:00+00,Sunday,4,Commuter Rail,112825,28206,1411
2024/05/01 04:00:00+00,Sunday,4,Ferry,6524,1631,1412
2024/05/01 04:00:00+00,Sunday,4,The RIDE,6888,1722,1413
2024/05/01 04:00:00+00,Total,31,Blue Line,1373447,44305,1414
2024/05/01 04:00:00+00,Total,31,Orange Line,2658311,85752,1415
2024/05/01 04:00:00+00,Total,31,Red Line,3117512,100565,1416
2024/05/01 04:00:00+00,Total,31,Heavy Rail,7149269,230622,1417
2024/05/01 04:00:00+00,Total,31,Green Line,2607128,84101,1418
2024/05/01 04:00:00+00,Total,31,Mattapan Line,78555,2534,1419
2024/05/01 04:00:00+00,Total,31,Light Rail,2685682,86635,1420
2024/05/01 04:00:00+00,Total,31,Silver Line,883599,28503,1421
2024/05/01 04:00:00+00,Total,31,Bus,7404088,238842,1422
2024/05/01 04:00:00+00,Total,31,All Bus,8287688,267345,1423
2024/05/01 04:00:00+00,Total,31,Commuter Rail,2678145,86392,1424
2024/05/01 04:00:00+00,Total,31,Ferry,126341,4076,1425
2024/05/01 04:00:00+00,Total,31,The RIDE,101725,3281,1426
2024/04/01 04:00:00+00,Weekday,22,Blue Line,825297,37514,1427
2024/04/01 04:00:00+00,Weekday,22,Orange Line,2398515,109023,1428
2024/04/01 04:00:00+00,Weekday,22,Red Line,2785651,126620,1429
2024/04/01 04:00:00+00,Weekday,22,Heavy Rail,6009462,273157,1430
2024/04/01 04:00:00+00,Weekday,22,Green Line,2055985,93454,1431
2024/04/01 04:00:00+00,Weekday,22,Mattapan Line,68470,3112,1432
2024/04/01 04:00:00+00,Weekday,22,Light Rail,2124455,96566,1433
2024/04/01 04:00:00+00,Weekday,22,Silver Line,650934,29588,1434
2024/04/01 04:00:00+00,Weekday,22,Bus,5718315,259923,1435
2024/04/01 04:00:00+00,Weekday,22,All Bus,6369249,289511,1436
2024/04/01 04:00:00+00,Weekday,22,Commuter Rail,2312422,105110,1437
2024/04/01 04:00:00+00,Weekday,22,Ferry,87622,3983,1438
2024/04/01 04:00:00+00,Weekday,22,The RIDE,83160,3780,1439
2024/04/01 04:00:00+00,Saturday,4,Blue Line,111573,27893,1440
2024/04/01 04:00:00+00,Saturday,4,Orange Line,260859,65215,1441
2024/04/01 04:00:00+00,Saturday,4,Red Line,320934,80234,1442
2024/04/01 04:00:00+00,Saturday,4,Heavy Rail,693365,173341,1443
2024/04/01 04:00:00+00,Saturday,4,Green Line,338515,84629,1444
2024/04/01 04:00:00+00,Saturday,4,Mattapan Line,5258,1314,1445
2024/04/01 04:00:00+00,Saturday,4,Light Rail,343773,85943,1446
2024/04/01 04:00:00+00,Saturday,4,Silver Line,84896,21224,1447
2024/04/01 04:00:00+00,Saturday,4,Bus,635244,158811,1448
2024/04/01 04:00:00+00,Saturday,4,All Bus,720140,180035,1449
2024/04/01 04:00:00+00,Saturday,4,Commuter Rail,115486,28872,1450
2024/03/01 05:00:00+00,Saturday,5,The RIDE,9400,1880,1451
2024/03/01 05:00:00+00,Sunday,5,Blue Line,135976,27195,1452
2024/03/01 05:00:00+00,Sunday,5,Orange Line,241652,48330,1453
2024/03/01 05:00:00+00,Sunday,5,Red Line,264409,52882,1454
2024/03/01 05:00:00+00,Sunday,5,Heavy Rail,642037,128407,1455
2024/03/01 05:00:00+00,Sunday,5,Green Line,243858,48772,1456
2024/03/01 05:00:00+00,Sunday,5,Mattapan Line,3223,645,1457
2024/03/01 05:00:00+00,Sunday,5,Light Rail,247082,49416,1458
2024/03/01 05:00:00+00,Sunday,5,Silver Line,85268,17054,1459
2024/03/01 05:00:00+00,Sunday,5,Bus,519157,103831,1460
2024/03/01 05:00:00+00,Sunday,5,All Bus,604426,120885,1461
2024/03/01 05:00:00+00,Sunday,5,Commuter Rail,145335,29067,1462
2024/03/01 05:00:00+00,Sunday,5,The RIDE,8645,1729,1463
2024/03/01 05:00:00+00,Total,31,Blue Line,1259650,40634,1464
2024/03/01 05:00:00+00,Total,31,Orange Line,2575085,83067,1465
2024/03/01 05:00:00+00,Total,31,Red Line,3074332,99172,1466
2024/03/01 05:00:00+00,Total,31,Heavy Rail,6909066,222873,1467
2024/03/01 05:00:00+00,Total,31,Green Line,2208323,71236,1468
2024/03/01 05:00:00+00,Total,31,Mattapan Line,74662,2408,1469
2024/03/01 05:00:00+00,Total,31,Light Rail,2282985,73645,1470
2024/03/01 05:00:00+00,Total,31,Silver Line,844945,27256,1471
2024/03/01 05:00:00+00,Total,31,Bus,7074289,228203,1472
2024/03/01 05:00:00+00,Total,31,All Bus,7919233,255459,1473
2024/03/01 05:00:00+00,Total,31,Commuter Rail,2456987,79258,1474
2024/03/01 05:00:00+00,Total,31,Ferry,75290,2429,1475
2024/03/01 05:00:00+00,Total,31,The RIDE,100148,3231,1476
2024/02/01 05:00:00+00,Weekday,20,Blue Line,867786,43389,1477
2024/02/01 05:00:00+00,Weekday,20,Orange Line,2012491,100625,1478
2024/02/01 05:00:00+00,Weekday,20,Red Line,2115585,105779,1479
2024/02/01 05:00:00+00,Weekday,20,Heavy Rail,4986143,249307,1480
2024/02/01 05:00:00+00,Weekday,20,Green Line,1394515,69726,1481
2024/02/01 05:00:00+00,Weekday,20,Mattapan Line,56155,2808,1482
2024/02/01 05:00:00+00,Weekday,20,Light Rail,1392706,69635,1483
2024/02/01 05:00:00+00,Weekday,20,Silver Line,567882,28394,1484
2024/02/01 05:00:00+00,Weekday,20,Bus,5325483,266274,1485
2024/02/01 05:00:00+00,Weekday,20,All Bus,5893364,294668,1486
2024/02/01 05:00:00+00,Weekday,20,Commuter Rail,1994039,99702,1487
2024/02/01 05:00:00+00,Weekday,20,Ferry,62982,3149,1488
2024/02/01 05:00:00+00,Weekday,20,The RIDE,75054,3753,1489
2024/02/01 05:00:00+00,Saturday,4,Blue Line,129628,32407,1490
2024/02/01 05:00:00+00,Saturday,4,Orange Line,245429,61357,1491
2024/02/01 05:00:00+00,Saturday,4,Red Line,241862,60466,1492
2024/02/01 05:00:00+00,Saturday,4,Heavy Rail,615970,153992,1493
2024/02/01 05:00:00+00,Saturday,4,Green Line,247141,61785,1494
2024/02/01 05:00:00+00,Saturday,4,Mattapan Line,6077,1519,1495
2024/02/01 05:00:00+00,Saturday,4,Light Rail,246053,61513,1496
2024/02/01 05:00:00+00,Saturday,4,Silver Line,72248,18062,1497
2024/02/01 05:00:00+00,Saturday,4,Bus,614366,153592,1498
2024/02/01 05:00:00+00,Saturday,4,All Bus,686614,171654,1499
2024/02/01 05:00:00+00,Saturday,4,Commuter Rail,151559,37890,1500
2023/11/01 04:00:00+00,Saturday,4,All Bus,681013,170253,1501
2023/11/01 04:00:00+00,Saturday,4,Commuter Rail,125901,31475,1502
2023/11/01 04:00:00+00,Saturday,4,The RIDE,7512,1878,1503
2023/11/01 04:00:00+00,Sunday,4,Blue Line,115528,28882,1504
2023/11/01 04:00:00+00,Sunday,4,Orange Line,199396,49849,1505
2023/11/01 04:00:00+00,Sunday,4,Red Line,201278,50320,1506
2023/11/01 04:00:00+00,Sunday,4,Heavy Rail,516202,129050,1507
2023/11/01 04:00:00+00,Sunday,4,Green Line,220725,55181,1508
2023/11/01 04:00:00+00,Sunday,4,Mattapan Line,3900,975,1509
2023/11/01 04:00:00+00,Sunday,4,Light Rail,224625,56156,1510
2023/11/01 04:00:00+00,Sunday,4,Silver Line,84018,21004,1511
2023/11/01 04:00:00+00,Sunday,4,Bus,479679,119920,1512
2023/11/01 04:00:00+00,Sunday,4,All Bus,563698,140924,1513
2023/11/01 04:00:00+00,Sunday,4,Commuter Rail,108072,27018,1514
2023/11/01 04:00:00+00,Sunday,4,The RIDE,6952,1738,1515
2023/11/01 04:00:00+00,Total,30,Blue Line,1282685,42756,1516
2023/11/01 04:00:00+00,Total,30,Orange Line,2761654,92055,1517
2023/11/01 04:00:00+00,Total,30,Red Line,2969252,98975,1518
2023/11/01 04:00:00+00,Total,30,Heavy Rail,7013591,233786,1519
2023/11/01 04:00:00+00,Total,30,Green Line,2269526,75651,1520
2023/11/01 04:00:00+00,Total,30,Mattapan Line,69846,2328,1521
2023/11/01 04:00:00+00,Total,30,Light Rail,2339372,77979,1522
2023/11/01 04:00:00+00,Total,30,Silver Line,808932,26964,1523
2023/11/01 04:00:00+00,Total,30,Bus,6702907,223430,1524
2023/11/01 04:00:00+00,Total,30,All Bus,7511839,250395,1525
2023/11/01 04:00:00+00,Total,30,Commuter Rail,2342703,78090,1526
2023/11/01 04:00:00+00,Total,30,Ferry,87668,2922,1527
2023/11/01 04:00:00+00,Total,30,The RIDE,94920,3164,1528
2023/10/01 04:00:00+00,Weekday,22,Blue Line,1116517,50751,1529
2023/10/01 04:00:00+00,Weekday,22,Orange Line,2500465,113658,1530
2023/10/01 04:00:00+00,Weekday,22,Red Line,2683095,121959,1531
2023/10/01 04:00:00+00,Weekday,22,Heavy Rail,6300077,286367,1532
2023/10/01 04:00:00+00,Weekday,22,Green Line,2097097,95323,1533
2023/10/01 04:00:00+00,Weekday,22,Mattapan Line,35879,1631,1534
2023/10/01 04:00:00+00,Weekday,22,Light Rail,2132976,96953,1535
2023/10/01 04:00:00+00,Weekday,22,Silver Line,679341,30879,1536
2023/10/01 04:00:00+00,Weekday,22,Bus,6041841,274629,1537
2023/10/01 04:00:00+00,Weekday,22,All Bus,6721183,305508,1538
2023/10/01 04:00:00+00,Weekday,22,Commuter Rail,2160511,98205,1539
2023/10/01 04:00:00+00,Weekday,22,Ferry,110418,5019,1540
2023/10/01 04:00:00+00,Weekday,22,The RIDE,83732,3806,1541
2023/10/01 04:00:00+00,Saturday,4,Blue Line,153271,38318,1542
2023/10/01 04:00:00+00,Saturday,4,Orange Line,306628,76657,1543
2023/10/01 04:00:00+00,Saturday,4,Red Line,300082,75020,1544
2023/10/01 04:00:00+00,Saturday,4,Heavy Rail,759981,189995,1545
2023/10/01 04:00:00+00,Saturday,4,Green Line,319124,79781,1546
2023/10/01 04:00:00+00,Saturday,4,Light Rail,319124,79781,1547
2023/10/01 04:00:00+00,Saturday,4,Silver Line,109911,27478,1548
2023/10/01 04:00:00+00,Saturday,4,Bus,789985,197496,1549
2023/10/01 04:00:00+00,Saturday,4,All Bus,899896,224974,1550
2024/01/01 05:00:00+00,Saturday,4,Ferry,728,182,1551
2024/01/01 05:00:00+00,Saturday,4,The RIDE,7652,1913,1552
2024/01/01 05:00:00+00,Sunday,4,Blue Line,81395,20349,1553
2024/01/01 05:00:00+00,Sunday,4,Orange Line,170672,42668,1554
2024/01/01 05:00:00+00,Sunday,4,Red Line,173460,43365,1555
2024/01/01 05:00:00+00,Sunday,4,Heavy Rail,422089,105522,1556
2024/01/01 05:00:00+00,Sunday,4,Green Line,67403,16851,1557
2024/01/01 05:00:00+00,Sunday,4,Mattapan Line,3386,846,1558
2024/01/01 05:00:00+00,Sunday,4,Light Rail,63974,15994,1559
2024/01/01 05:00:00+00,Sunday,4,Silver Line,70912,17728,1560
2024/01/01 05:00:00+00,Sunday,4,Bus,418342,104586,1561
2024/01/01 05:00:00+00,Sunday,4,All Bus,489254,122314,1562
2024/01/01 05:00:00+00,Sunday,4,Commuter Rail,101913,25478,1563
2024/01/01 05:00:00+00,Sunday,4,Ferry,422,106,1564
2024/01/01 05:00:00+00,Sunday,4,The RIDE,6652,1663,1565
2024/01/01 05:00:00+00,Total,31,Blue Line,1137482,36693,1566
2024/01/01 05:00:00+00,Total,31,Orange Line,2804924,90481,1567
2024/01/01 05:00:00+00,Total,31,Red Line,2820630,90988,1568
2024/01/01 05:00:00+00,Total,31,Heavy Rail,6763036,218162,1569
2024/01/01 05:00:00+00,Total,31,Green Line,1072689,34603,1570
2024/01/01 05:00:00+00,Total,31,Mattapan Line,71500,2306,1571
2024/01/01 05:00:00+00,Total,31,Light Rail,1144189,36909,1572
